Make,Model,Year,Fuel Type,Transmission,Customer ID,Customer Location,Customer Age,Customer Gender,Sale Price,Discount,Taxes,Final Price,Payment Method,Registration Number,Registration Date,Expiry Date,Dealer Name,Dealer Location,Ownership Status,Warranty Period,Loan Status,Insurance Provider
Honda,CR-V,2019,Diesel,Automatic,CUST7962,Denver,50,Other,29463.02,3983.02,2357.04,27837.04,Cash,REG-77927,16-03-2023,11-12-2024,Vroom,Chicago,New,5 years,Pending,Progressive
Toyota,Corolla,2022,Electric,Manual,CUST1004,Denver,49,Female,38733.02,2361.7,3098.64,39469.96,Cash,REG-69308,16-04-2020,08-12-2021,AutoNation,Los Angeles,Used,No Warranty,Approved,Progressive
Chevrolet,Equinox,2021,Hybrid,Manual,CUST2108,Denver,58,Other,39939.01,3147.7,3195.12,39986.43,Cash,REG-16197,14-02-2024,16-10-2026,AutoNation,Miami,New,2 years,Pending,Geico
Honda,CR-V,2021,Electric,Automatic,CUST4125,Denver,27,Female,36145.42,4289.18,2891.63,34747.87,Credit Card,REG-25246,09-11-2024,23-02-2026,DriveTime,Boston,New,3 years,Approved,Allstate
Audi,Q7,2021,Petrol,Manual,CUST8602,Miami,60,Female,30511.78,695.05,2440.94,32257.67,Bank Transfer,REG-25116,11-10-2022,02-10-2024,CarMax,Boston,Used,No Warranty,Pending,Allstate
Toyota,Highlander,2015,Petrol,Automatic,CUST7435,Boston,34,Male,48359.29,3447.72,3868.74,48780.31,Cash,REG-15959,09-01-2021,09-07-2024,AutoNation,Miami,Used,No Warranty,Pending,Progressive
Mercedes,E-Class,2020,Diesel,Automatic,CUST3265,Denver,35,Female,20617.61,1597.79,1649.41,20669.23,Cash,REG-96281,31-10-2022,07-08-2027,DriveTime,New York,New,4 years,Approved,State Farm
Hyundai,Sonata,2023,Petrol,Manual,CUST6206,Miami,30,Other,71911.45,4213.28,5752.92,73451.09,Cash,REG-19630,30-11-2022,26-02-2024,CarMax,Boston,New,2 years,Pending,Liberty Mutual
Toyota,Highlander,2020,Electric,Automatic,CUST3419,Houston,49,Female,11126.17,4189.27,890.09,7826.99,Bank Transfer,REG-16267,24-09-2022,14-04-2026,AutoNation,Seattle,Used,No Warranty,Rejected,State Farm
Mercedes,C-Class,2015,Electric,Automatic,CUST7399,Boston,65,Female,9967.49,4244.72,797.4,6520.17,Cash,REG-58632,16-01-2022,03-05-2026,AutoNation,Los Angeles,New,5 years,Approved,Liberty Mutual
Chevrolet,Traverse,2020,Hybrid,Automatic,CUST3079,Houston,43,Male,30651.19,1604.55,2452.1,31498.74,Credit Card,REG-82050,13-08-2021,12-03-2025,TrueCar,New York,Used,No Warranty,Rejected,Progressive
Chevrolet,Malibu,2022,Diesel,Automatic,CUST4127,Dallas,55,Male,36507.42,1086.01,2920.59,38342,Bank Transfer,REG-69498,20-02-2021,13-12-2025,CarMax,Seattle,New,3 years,Rejected,Liberty Mutual
Chevrolet,Traverse,2018,Petrol,Manual,CUST1259,Houston,24,Male,30719.19,322.84,2457.54,32853.89,Financed Loan,REG-70495,01-04-2021,26-11-2022,DriveTime,San Francisco,New,2 years,Approved,Allstate
Hyundai,Elantra,2018,Electric,Automatic,CUST6501,Chicago,18,Female,17511.04,1648.37,1400.88,17263.55,Credit Card,REG-85357,03-05-2024,07-09-2025,DriveTime,New York,New,3 years,Pending,Progressive
Nissan,Rogue,2021,Hybrid,Manual,CUST2554,Denver,62,Male,42020.75,4637.04,3361.66,40745.37,Bank Transfer,REG-97991,18-12-2021,19-05-2023,Vroom,San Francisco,New,2 years,Rejected,Liberty Mutual
BMW,3 Series,2015,Electric,Automatic,CUST5356,Denver,26,Other,27582.2,4143.79,2206.58,25644.99,Financed Loan,REG-60600,10-01-2024,26-07-2028,CarMax,New York,Used,No Warranty,Rejected,State Farm
Mercedes,E-Class,2017,Hybrid,Manual,CUST3020,Seattle,45,Other,74751.75,1693.2,5980.14,79038.69,Cash,REG-25473,02-07-2022,20-02-2026,TrueCar,Denver,New,1 years,Rejected,Geico
Toyota,Rav4,2018,Hybrid,Automatic,CUST1108,Denver,65,Male,31032.13,4063.92,2482.57,29450.78,Bank Transfer,REG-32139,16-06-2020,12-09-2021,TrueCar,Dallas,Used,No Warranty,Rejected,Allstate
Ford,Explorer,2015,Diesel,Automatic,CUST6354,Dallas,50,Male,40043.99,1374.32,3203.52,41873.19,Credit Card,REG-53836,24-08-2020,05-01-2023,TrueCar,Chicago,Used,No Warranty,Rejected,Progressive
Mercedes,C-Class,2015,Electric,Automatic,CUST2413,Denver,67,Male,77646.35,3176.41,6211.71,80681.65,Cash,REG-57172,28-03-2021,20-07-2024,CarMax,San Francisco,New,2 years,Rejected,Allstate
Hyundai,Sonata,2016,Diesel,Automatic,CUST6637,New York,31,Other,73831.47,4990.38,5906.52,74747.61,Bank Transfer,REG-50688,10-10-2021,29-12-2022,TrueCar,New York,Used,No Warranty,Pending,Allstate
Kia,Sportage,2021,Petrol,Automatic,CUST4748,Miami,42,Male,15815.22,4942.87,1265.22,12137.57,Bank Transfer,REG-35203,03-01-2023,13-05-2024,TrueCar,Miami,New,5 years,Pending,State Farm
Mercedes,C-Class,2021,Hybrid,Manual,CUST9352,Los Angeles,28,Male,70945.05,2282.43,5675.6,74338.22,Financed Loan,REG-20383,19-08-2024,31-05-2029,Local Dealer,Seattle,New,1 years,Pending,Liberty Mutual
Ford,Fusion,2024,Hybrid,Manual,CUST2150,Chicago,51,Male,48383.44,753.1,3870.68,51501.02,Credit Card,REG-32851,19-02-2024,08-08-2028,Vroom,Seattle,Used,No Warranty,Approved,State Farm
Audi,A4,2018,Electric,Manual,CUST4869,New York,57,Male,11980.59,2170.05,958.45,10768.99,Financed Loan,REG-83621,15-05-2022,05-02-2026,Vroom,Miami,Used,No Warranty,Approved,State Farm
Mercedes,GLA,2017,Electric,Manual,CUST9376,Los Angeles,34,Female,23988.78,4295.95,1919.1,21611.93,Financed Loan,REG-97621,12-01-2025,04-12-2027,Vroom,Boston,New,1 years,Pending,Liberty Mutual
Audi,Q7,2024,Diesel,Automatic,CUST5097,Denver,69,Other,58591.16,4643.75,4687.29,58634.7,Bank Transfer,REG-17555,12-09-2022,10-12-2024,AutoNation,Los Angeles,Used,No Warranty,Rejected,Liberty Mutual
Honda,Civic,2015,Diesel,Automatic,CUST9165,Denver,20,Male,54189.16,4669.51,4335.13,53854.78,Financed Loan,REG-66931,13-04-2023,07-03-2028,Local Dealer,New York,New,3 years,Pending,Progressive
Chevrolet,Traverse,2017,Electric,Manual,CUST3150,Dallas,45,Other,40896.16,4574.36,3271.69,39593.49,Credit Card,REG-13295,12-12-2024,17-02-2027,CarMax,New York,Used,No Warranty,Approved,Liberty Mutual
Kia,Sportage,2024,Diesel,Manual,CUST9671,Denver,66,Male,23883.22,2862.43,1910.66,22931.45,Financed Loan,REG-13239,23-04-2023,14-11-2025,AutoNation,Chicago,Used,No Warranty,Pending,Liberty Mutual
Kia,Soul,2017,Petrol,Automatic,CUST1667,Miami,64,Female,48917.69,3770.6,3913.42,49060.51,Financed Loan,REG-18973,20-12-2020,18-12-2025,Vroom,Chicago,Used,No Warranty,Rejected,Allstate
Hyundai,Tucson,2016,Diesel,Automatic,CUST5176,Chicago,53,Other,65540.43,4183.15,5243.23,66600.51,Financed Loan,REG-84789,10-09-2023,06-02-2027,CarMax,Seattle,New,4 years,Approved,State Farm
Honda,CR-V,2016,Hybrid,Automatic,CUST6641,Denver,42,Male,62102.34,2163.69,4968.19,64906.84,Financed Loan,REG-49114,19-01-2023,20-01-2026,Local Dealer,Houston,Used,No Warranty,Approved,Liberty Mutual
Hyundai,Tucson,2023,Electric,Automatic,CUST7697,San Francisco,24,Male,78102.57,4206.59,6248.21,80144.19,Cash,REG-65531,22-09-2021,25-12-2024,CarMax,Boston,Used,No Warranty,Approved,Progressive
Toyota,Rav4,2018,Electric,Manual,CUST8519,Denver,36,Female,7919.19,2296.41,633.54,6256.32,Financed Loan,REG-87285,14-06-2023,24-11-2025,Vroom,Miami,New,3 years,Rejected,Allstate
Nissan,Sentra,2015,Electric,Automatic,CUST5950,Boston,22,Other,13996.81,3330.31,1119.74,11786.24,Cash,REG-94316,25-02-2021,23-09-2025,CarMax,San Francisco,Used,No Warranty,Approved,Geico
Toyota,Corolla,2016,Petrol,Automatic,CUST7924,Boston,39,Other,40123.64,427.82,3209.89,42905.71,Credit Card,REG-68753,02-12-2023,29-11-2028,AutoNation,Los Angeles,New,2 years,Pending,State Farm
Kia,Sportage,2023,Diesel,Manual,CUST4475,Dallas,31,Other,20755.6,390.99,1660.45,22025.06,Cash,REG-34565,01-05-2022,14-08-2024,Local Dealer,Los Angeles,New,3 years,Pending,Allstate
Nissan,Sentra,2022,Petrol,Automatic,CUST3426,Boston,27,Other,52145.85,2489.45,4171.67,53828.07,Financed Loan,REG-82338,19-07-2022,20-06-2025,CarMax,Denver,New,5 years,Pending,State Farm
Chevrolet,Malibu,2018,Diesel,Manual,CUST3953,Denver,33,Other,53204.93,334.14,4256.39,57127.18,Bank Transfer,REG-51824,25-01-2021,27-09-2023,CarMax,New York,New,1 years,Approved,Liberty Mutual
Chevrolet,Equinox,2016,Electric,Manual,CUST2061,Boston,58,Male,50780.92,4569.51,4062.47,50273.88,Credit Card,REG-72466,14-07-2021,06-10-2024,TrueCar,Denver,New,1 years,Rejected,Progressive
Nissan,Murano,2020,Electric,Automatic,CUST4030,Boston,67,Male,25611.86,3969.22,2048.95,23691.59,Cash,REG-98497,09-11-2024,12-09-2027,Local Dealer,Miami,Used,No Warranty,Approved,Allstate
Nissan,Altima,2021,Petrol,Automatic,CUST6629,Los Angeles,65,Male,67522.49,4505.97,5401.8,68418.32,Cash,REG-36604,05-08-2022,12-06-2024,Vroom,Houston,New,2 years,Pending,Geico
BMW,3 Series,2016,Electric,Manual,CUST1090,Houston,32,Other,59590.99,4489.38,4767.28,59868.89,Financed Loan,REG-50141,26-12-2024,03-04-2029,Vroom,Boston,Used,No Warranty,Pending,Liberty Mutual
Nissan,Altima,2021,Hybrid,Manual,CUST7354,Seattle,56,Other,17341.6,828.21,1387.33,17900.72,Cash,REG-86406,04-06-2023,25-05-2028,DriveTime,Denver,New,3 years,Pending,Liberty Mutual
Ford,Fusion,2015,Electric,Automatic,CUST1498,New York,50,Other,26483.5,4456.95,2118.68,24145.23,Credit Card,REG-49223,28-08-2020,08-04-2025,CarMax,Boston,New,5 years,Rejected,State Farm
Honda,CR-V,2017,Hybrid,Manual,CUST3986,Houston,68,Female,36121.25,1575.24,2889.7,37435.71,Financed Loan,REG-59262,25-09-2021,29-05-2024,TrueCar,Miami,New,1 years,Pending,Allstate
Audi,Q5,2017,Hybrid,Manual,CUST7436,San Francisco,56,Other,32904.72,4540.58,2632.38,30996.52,Financed Loan,REG-11193,19-12-2024,08-02-2028,Local Dealer,Los Angeles,Used,No Warranty,Approved,Geico
Audi,Q7,2015,Petrol,Manual,CUST8528,Los Angeles,21,Female,79652.03,3130.83,6372.16,82893.36,Credit Card,REG-23726,19-09-2023,24-10-2024,Vroom,Chicago,New,4 years,Approved,State Farm
Toyota,Camry,2019,Diesel,Automatic,CUST2338,San Francisco,42,Other,25301.77,3849.78,2024.14,23476.13,Financed Loan,REG-85980,17-05-2022,25-01-2025,CarMax,San Francisco,New,4 years,Rejected,State Farm
Hyundai,Tucson,2020,Petrol,Automatic,CUST9223,Houston,18,Female,43063.21,2705.69,3445.06,43802.58,Credit Card,REG-14753,11-07-2023,22-11-2027,Local Dealer,Denver,New,5 years,Pending,Liberty Mutual
Nissan,Sentra,2016,Diesel,Manual,CUST4122,Chicago,30,Other,16664.8,3572.95,1333.18,14425.03,Bank Transfer,REG-92416,04-04-2021,01-05-2023,AutoNation,Houston,New,3 years,Rejected,Allstate
BMW,5 Series,2020,Petrol,Manual,CUST5178,Miami,66,Male,57058.37,3126.79,4564.67,58496.25,Credit Card,REG-77139,29-07-2024,07-04-2029,Local Dealer,Chicago,New,2 years,Approved,Allstate
Mercedes,GLC,2016,Diesel,Manual,CUST6848,Dallas,48,Other,14264.44,4146.78,1141.16,11258.82,Credit Card,REG-10415,23-12-2020,17-05-2025,TrueCar,Denver,New,2 years,Pending,Allstate
Audi,A3,2021,Electric,Automatic,CUST6499,Boston,27,Female,73615.26,2837.25,5889.22,76667.23,Cash,REG-11467,29-04-2022,02-02-2027,TrueCar,Chicago,Used,No Warranty,Pending,Liberty Mutual
Mercedes,GLC,2018,Electric,Manual,CUST6460,Houston,26,Other,45845.39,3846.2,3667.63,45666.82,Cash,REG-69545,30-07-2024,28-05-2026,CarMax,Houston,New,4 years,Approved,Allstate
Hyundai,Elantra,2024,Petrol,Manual,CUST2069,San Francisco,46,Female,22809.13,2310.71,1824.73,22323.15,Credit Card,REG-68181,27-08-2024,18-11-2028,TrueCar,Miami,New,3 years,Rejected,Geico
Chevrolet,Malibu,2020,Diesel,Automatic,CUST6510,Los Angeles,45,Other,12168.64,119.26,973.49,13022.87,Bank Transfer,REG-40677,31-07-2020,22-11-2021,TrueCar,Chicago,New,1 years,Rejected,Progressive
Hyundai,Tucson,2020,Electric,Automatic,CUST7900,Denver,52,Female,52938.75,2193.29,4235.1,54980.56,Financed Loan,REG-19681,05-09-2022,19-10-2025,Local Dealer,Chicago,Used,No Warranty,Rejected,State Farm
Toyota,Rav4,2020,Electric,Manual,CUST6947,Miami,33,Female,65137.49,4357.24,5211,65991.25,Financed Loan,REG-81539,28-03-2022,08-10-2023,Local Dealer,Seattle,New,1 years,Pending,Progressive
Ford,Focus,2022,Diesel,Automatic,CUST2479,Chicago,25,Female,11765.84,3576.15,941.27,9130.96,Bank Transfer,REG-59416,18-11-2023,07-04-2028,AutoNation,San Francisco,Used,No Warranty,Approved,State Farm
Chevrolet,Equinox,2024,Diesel,Automatic,CUST5922,Dallas,69,Male,75399.12,4724.23,6031.93,76706.82,Financed Loan,REG-29881,10-09-2023,26-05-2027,AutoNation,Chicago,Used,No Warranty,Approved,Progressive
Hyundai,Santa Fe,2021,Petrol,Automatic,CUST7539,Dallas,25,Other,21252.9,1585.94,1700.23,21367.19,Bank Transfer,REG-40293,24-10-2020,17-02-2024,Vroom,Denver,Used,No Warranty,Rejected,Progressive
Kia,Sorento,2023,Electric,Automatic,CUST5276,New York,46,Female,71886.28,2601.37,5750.9,75035.81,Cash,REG-99188,11-02-2023,04-12-2024,DriveTime,Houston,Used,No Warranty,Rejected,State Farm
Hyundai,Sonata,2023,Electric,Manual,CUST8738,Dallas,70,Other,56825.51,2908.67,4546.04,58462.88,Financed Loan,REG-32929,11-01-2022,27-09-2024,Local Dealer,Houston,Used,No Warranty,Approved,State Farm
Toyota,Corolla,2019,Petrol,Automatic,CUST3734,Houston,42,Other,50307.12,1635.79,4024.57,52695.9,Bank Transfer,REG-37271,28-04-2022,27-01-2025,Vroom,Dallas,New,4 years,Rejected,Progressive
Audi,Q7,2017,Electric,Automatic,CUST9315,Los Angeles,55,Female,74753.54,221.1,5980.28,80512.72,Credit Card,REG-92319,07-11-2023,17-11-2024,Vroom,Houston,Used,No Warranty,Approved,Progressive
Hyundai,Santa Fe,2018,Petrol,Automatic,CUST1994,Chicago,18,Other,28002.26,4051.89,2240.18,26190.55,Bank Transfer,REG-94896,31-03-2021,06-04-2023,TrueCar,Miami,Used,No Warranty,Rejected,Liberty Mutual
Hyundai,Sonata,2024,Diesel,Manual,CUST6000,Dallas,31,Male,23500.39,2924.5,1880.03,22455.92,Financed Loan,REG-48864,02-02-2024,25-01-2028,DriveTime,San Francisco,New,5 years,Pending,State Farm
Nissan,Sentra,2024,Diesel,Automatic,CUST8404,Dallas,34,Female,69313.47,2304.01,5545.08,72554.54,Bank Transfer,REG-89657,03-11-2020,01-11-2022,Vroom,Dallas,Used,No Warranty,Pending,Liberty Mutual
Ford,Fusion,2016,Petrol,Manual,CUST5270,Dallas,66,Other,79549.04,2685.36,6363.92,83227.6,Cash,REG-43741,09-04-2020,26-11-2024,Vroom,Denver,Used,No Warranty,Approved,State Farm
Mercedes,C-Class,2022,Petrol,Automatic,CUST4712,Los Angeles,60,Other,11780.28,4903.65,942.42,7819.05,Financed Loan,REG-16141,03-03-2023,09-03-2027,Vroom,Houston,New,3 years,Pending,Progressive
Honda,CR-V,2021,Petrol,Automatic,CUST8972,Seattle,18,Other,13750.98,598.78,1100.08,14252.28,Credit Card,REG-43135,28-10-2022,02-11-2023,Local Dealer,San Francisco,New,2 years,Rejected,Liberty Mutual
Hyundai,Tucson,2023,Petrol,Automatic,CUST2057,Los Angeles,23,Female,60774.08,1604.58,4861.93,64031.43,Financed Loan,REG-98154,07-05-2024,13-10-2025,Local Dealer,Denver,New,3 years,Pending,Liberty Mutual
BMW,X3,2024,Diesel,Manual,CUST5905,Dallas,68,Male,32720.44,1447.06,2617.64,33891.02,Financed Loan,REG-13219,09-10-2024,04-06-2026,AutoNation,Chicago,New,1 years,Approved,Liberty Mutual
Mercedes,E-Class,2018,Diesel,Manual,CUST5517,San Francisco,45,Male,69119.26,4128.6,5529.54,70520.2,Cash,REG-88866,06-09-2023,02-03-2027,TrueCar,Dallas,New,1 years,Rejected,Progressive
Toyota,Rav4,2017,Diesel,Manual,CUST6466,Seattle,22,Male,71730.1,4581.86,5738.41,72886.65,Credit Card,REG-98785,29-12-2024,05-06-2028,Local Dealer,Dallas,New,5 years,Rejected,Progressive
Honda,CR-V,2024,Hybrid,Manual,CUST8436,New York,22,Other,31559.65,1691.73,2524.77,32392.69,Cash,REG-70982,17-09-2024,29-02-2028,CarMax,San Francisco,Used,No Warranty,Approved,State Farm
Chevrolet,Equinox,2024,Diesel,Manual,CUST7094,Boston,45,Female,29475.34,2409.73,2358.03,29423.64,Cash,REG-99957,09-04-2023,07-11-2025,AutoNation,Seattle,New,2 years,Approved,Allstate
Hyundai,Tucson,2024,Diesel,Manual,CUST8055,Dallas,23,Female,61962.8,4816.92,4957.02,62102.9,Cash,REG-14710,13-06-2020,07-09-2022,Vroom,San Francisco,Used,No Warranty,Approved,Liberty Mutual
Toyota,Highlander,2015,Electric,Manual,CUST5879,Miami,59,Female,34099.9,4318.09,2727.99,32509.8,Cash,REG-60454,25-07-2024,13-08-2025,TrueCar,Miami,Used,No Warranty,Pending,Geico
Nissan,Murano,2020,Hybrid,Automatic,CUST9665,New York,29,Other,73353.56,3534.87,5868.28,75686.97,Cash,REG-87224,12-10-2020,22-04-2024,CarMax,Boston,New,2 years,Rejected,Allstate
Nissan,Altima,2020,Electric,Manual,CUST4937,Seattle,31,Male,18290.88,2559.04,1463.27,17195.11,Credit Card,REG-90306,19-05-2022,05-03-2026,Local Dealer,Boston,New,1 years,Rejected,Liberty Mutual
Nissan,Murano,2018,Diesel,Manual,CUST3534,Dallas,21,Other,10415.21,4043.46,833.22,7204.97,Cash,REG-22179,27-06-2021,17-03-2026,CarMax,Miami,Used,No Warranty,Pending,Liberty Mutual
Hyundai,Elantra,2015,Petrol,Manual,CUST4884,Houston,21,Other,32221.23,1383.13,2577.7,33415.8,Cash,REG-20112,17-02-2021,29-06-2023,Local Dealer,Los Angeles,Used,No Warranty,Rejected,Allstate
Mercedes,GLC,2018,Petrol,Manual,CUST6195,Boston,51,Other,13537.14,2990.92,1082.97,11629.19,Financed Loan,REG-11823,05-08-2021,05-02-2024,CarMax,Houston,New,4 years,Pending,State Farm
BMW,X3,2024,Petrol,Manual,CUST9791,Seattle,49,Other,23046.82,1009,1843.75,23881.57,Bank Transfer,REG-65870,23-11-2020,29-04-2024,AutoNation,Seattle,Used,No Warranty,Rejected,State Farm
Hyundai,Santa Fe,2017,Hybrid,Automatic,CUST4025,Denver,32,Female,24447.64,3972.48,1955.81,22430.97,Cash,REG-53743,27-02-2024,01-09-2025,CarMax,Denver,New,4 years,Pending,Progressive
Audi,A3,2019,Hybrid,Manual,CUST8316,New York,50,Male,63844.76,3145.17,5107.58,65807.17,Financed Loan,REG-89147,02-01-2021,25-05-2023,Local Dealer,Miami,Used,No Warranty,Rejected,Progressive
Kia,Sportage,2016,Diesel,Automatic,CUST4694,Miami,64,Male,17832.16,4458.03,1426.57,14800.7,Financed Loan,REG-64263,17-08-2024,18-11-2025,AutoNation,Houston,Used,No Warranty,Rejected,State Farm
Hyundai,Elantra,2021,Hybrid,Automatic,CUST8059,Seattle,23,Female,46983.09,4644.47,3758.65,46097.27,Financed Loan,REG-60347,17-06-2024,05-10-2026,Local Dealer,Chicago,New,2 years,Approved,Geico
Hyundai,Tucson,2019,Petrol,Automatic,CUST4265,Seattle,69,Other,63285.21,584.01,5062.82,67764.02,Bank Transfer,REG-69008,26-10-2023,05-12-2026,DriveTime,Seattle,Used,No Warranty,Approved,Liberty Mutual
Ford,Escape,2017,Petrol,Automatic,CUST7505,Los Angeles,38,Male,62335.54,367.86,4986.84,66954.52,Bank Transfer,REG-35903,08-11-2022,29-01-2025,Local Dealer,San Francisco,New,1 years,Rejected,Allstate
Nissan,Murano,2021,Electric,Automatic,CUST4430,Houston,22,Female,5708.05,1361.62,456.64,4803.07,Credit Card,REG-34527,04-09-2021,10-08-2025,Local Dealer,Miami,Used,No Warranty,Rejected,Liberty Mutual
Mercedes,E-Class,2017,Petrol,Manual,CUST4043,New York,68,Other,58907.18,1444.27,4712.57,62175.48,Bank Transfer,REG-66114,12-03-2023,26-04-2027,AutoNation,Miami,New,1 years,Approved,Allstate
Kia,Seltos,2022,Hybrid,Automatic,CUST1212,Miami,31,Other,71531.3,3705.56,5722.5,73548.24,Cash,REG-17241,10-03-2024,11-07-2028,DriveTime,Miami,New,1 years,Rejected,State Farm
Toyota,Corolla,2017,Petrol,Manual,CUST7425,Los Angeles,57,Male,16782.31,3750.86,1342.58,14374.03,Credit Card,REG-46322,05-11-2024,28-03-2027,TrueCar,Los Angeles,New,1 years,Pending,Geico
Hyundai,Elantra,2017,Petrol,Manual,CUST8589,Los Angeles,47,Female,65909.47,1095.21,5272.76,70087.02,Cash,REG-34719,14-11-2020,23-05-2022,Vroom,New York,Used,No Warranty,Rejected,Geico
Ford,Escape,2019,Diesel,Automatic,CUST8127,Chicago,45,Female,19043.97,2977.24,1523.52,17590.25,Cash,REG-67286,15-05-2023,17-01-2026,AutoNation,Denver,Used,No Warranty,Pending,Geico
Nissan,Rogue,2021,Hybrid,Manual,CUST9564,Dallas,50,Female,20980.61,768.61,1678.45,21890.45,Credit Card,REG-32746,29-12-2022,09-07-2027,DriveTime,Seattle,Used,No Warranty,Approved,State Farm
Hyundai,Elantra,2018,Diesel,Automatic,CUST2158,Denver,37,Other,17442.03,2326.93,1395.36,16510.46,Credit Card,REG-94452,18-05-2024,29-08-2028,CarMax,Miami,Used,No Warranty,Rejected,State Farm
Mercedes,GLC,2022,Hybrid,Automatic,CUST4428,San Francisco,63,Female,55697.89,4816.59,4455.83,55337.13,Financed Loan,REG-28751,27-05-2024,24-09-2026,Local Dealer,Los Angeles,New,2 years,Approved,Allstate
Mercedes,C-Class,2015,Petrol,Automatic,CUST9434,Dallas,52,Male,69083.51,2787.69,5526.68,71822.5,Cash,REG-10405,12-11-2023,21-09-2026,Local Dealer,New York,New,2 years,Approved,State Farm
BMW,3 Series,2021,Electric,Manual,CUST6537,New York,30,Male,47023.29,4903.84,3761.86,45881.31,Bank Transfer,REG-24349,19-11-2024,05-08-2027,Vroom,Houston,Used,No Warranty,Approved,Allstate
Nissan,Sentra,2019,Petrol,Manual,CUST8732,San Francisco,67,Other,67160.93,4088.95,5372.87,68444.85,Credit Card,REG-80813,15-02-2021,08-04-2023,TrueCar,Denver,Used,No Warranty,Rejected,Liberty Mutual
Chevrolet,Traverse,2021,Petrol,Manual,CUST1425,Chicago,28,Other,8203.99,2304.64,656.32,6555.67,Bank Transfer,REG-75384,17-12-2021,09-09-2025,AutoNation,Miami,Used,No Warranty,Pending,Allstate
Kia,Seltos,2024,Electric,Manual,CUST1753,San Francisco,57,Male,72778.74,3352.8,5822.3,75248.24,Bank Transfer,REG-47590,03-06-2024,18-05-2029,CarMax,Dallas,Used,No Warranty,Pending,Geico
Honda,Civic,2018,Electric,Manual,CUST8341,San Francisco,33,Other,67592.45,1489.47,5407.4,71510.38,Bank Transfer,REG-44331,20-07-2022,01-11-2024,TrueCar,Chicago,New,2 years,Rejected,Allstate
Chevrolet,Equinox,2024,Petrol,Automatic,CUST5834,Miami,27,Male,72666.52,2129.08,5813.32,76350.76,Financed Loan,REG-77337,29-07-2023,19-03-2025,AutoNation,Boston,Used,No Warranty,Approved,State Farm
Chevrolet,Traverse,2024,Hybrid,Automatic,CUST6034,Denver,18,Male,75705.05,2445.09,6056.4,79316.36,Financed Loan,REG-57352,24-05-2021,25-05-2025,CarMax,New York,New,3 years,Approved,Progressive
Nissan,Altima,2017,Electric,Manual,CUST6374,San Francisco,29,Female,76527.97,4191.23,6122.24,78458.98,Financed Loan,REG-34480,09-09-2024,13-07-2029,DriveTime,Seattle,New,4 years,Approved,Liberty Mutual
Mercedes,GLC,2023,Hybrid,Manual,CUST8087,Dallas,26,Male,55185.14,4494.13,4414.81,55105.82,Financed Loan,REG-97749,05-12-2024,18-07-2029,Vroom,Boston,Used,No Warranty,Pending,State Farm
BMW,X5,2020,Electric,Automatic,CUST3551,Houston,32,Other,60478.84,2295.42,4838.31,63021.73,Bank Transfer,REG-20555,09-09-2023,09-07-2027,DriveTime,Boston,Used,No Warranty,Rejected,Geico
