Make,Model,Year,Sale Price,Final Price,Dealer Name,Dealer Location
Nissan,Altima,2017,33621.93,34179.46,TrueCar,Denver
BMW,X3,2024,54742.17,58393.09,Vroom,Dallas
Hyundai,Santa Fe,2020,45529.85,44422.35,TrueCar,San Francisco
Kia,Soul,2018,37031.64,36212.64,DriveTime,Miami
Honda,CR-V,2023,12844.84,12401.47,DriveTime,Boston
Chevrolet,Tahoe,2022,13429.21,12373.13,CarMax,Chicago
Hyundai,Elantra,2023,27664.18,27866.63,TrueCar,New York
Hyundai,Santa Fe,2023,75230.37,77613.29,TrueCar,Miami
BMW,X5,2020,53834.9,55348.14,Vroom,Denver
Toyota,Camry,2019,54072.19,55982.83,DriveTime,Denver
Toyota,Rav4,2019,14098.2,14766.21,Vroom,Seattle
Nissan,Altima,2018,9166.41,5846.94,DriveTime,Chicago
Mercedes,E-Class,2016,30744.06,28928.87,DriveTime,Denver
Honda,Accord,2023,39491.29,37679.75,AutoNation,Dallas
Kia,Sorento,2019,6444.32,2965.52,DriveTime,San Francisco
Chevrolet,Traverse,2016,22411.4,23073.8,Local Dealer,Denver
BMW,X5,2021,24744.34,22527.19,Vroom,Boston
BMW,X3,2016,36784.18,39023.58,DriveTime,Miami
Toyota,Highlander,2024,7051.48,5586.08,TrueCar,Houston
Toyota,Highlander,2016,79424.95,83809.54,AutoNation,San Francisco
Ford,Focus,2017,76973.53,80532.84,Local Dealer,Miami
Hyundai,Sonata,2020,6463.66,2618.45,TrueCar,Los Angeles
Nissan,Sentra,2020,11917.5,10294.46,CarMax,Miami
Nissan,Murano,2019,58740.36,62766.45,Local Dealer,Chicago
Honda,Civic,2015,14268.36,13002.38,DriveTime,San Francisco
Honda,Civic,2022,22570.5,20929.14,AutoNation,Los Angeles
Kia,Seltos,2021,60182.29,62368.15,AutoNation,Dallas
Hyundai,Tucson,2019,11936.62,8729.36,DriveTime,Miami
Honda,Civic,2022,7467.71,6217.89,Vroom,Miami
Ford,Focus,2021,50475.11,51010.96,Vroom,Los Angeles
Nissan,Sentra,2019,53858.67,54368.22,DriveTime,Houston
Hyundai,Santa Fe,2016,62385.18,65720.8,AutoNation,New York
Nissan,Altima,2022,14195.68,14140.46,Vroom,Denver
Hyundai,Santa Fe,2021,73949.05,75547.44,TrueCar,New York
Honda,Civic,2020,44271.95,47414.59,Vroom,Houston
Honda,Civic,2020,22037.62,21918.8,AutoNation,Denver
Ford,Explorer,2017,20049.69,20395.16,DriveTime,Dallas
Hyundai,Sonata,2023,23831.51,22458.26,TrueCar,Houston
Honda,Pilot,2016,66663.91,70520.13,DriveTime,Los Angeles
Mercedes,GLA,2021,69504.19,74779.27,CarMax,Boston
Hyundai,Elantra,2020,54870.15,58971.05,AutoNation,New York
Honda,Civic,2024,48365.17,52144.13,AutoNation,San Francisco
Chevrolet,Malibu,2018,20581.65,20061.46,AutoNation,Miami
Honda,CR-V,2023,68583.02,69785.01,DriveTime,Boston
Ford,Focus,2020,66819.88,68680.27,Local Dealer,Dallas
Toyota,Highlander,2021,40720.19,43651.12,CarMax,Miami
BMW,X3,2023,43015.47,45836.16,Vroom,Dallas
Ford,Escape,2018,45860.96,49002.98,AutoNation,Chicago
Toyota,Rav4,2015,50162.3,51577.89,TrueCar,San Francisco
Nissan,Altima,2020,5785.65,3374.24,DriveTime,Dallas
Mercedes,C-Class,2020,70578.09,73502.65,CarMax,Los Angeles
Audi,Q7,2018,73834.44,78496.04,AutoNation,Los Angeles
BMW,5 Series,2022,47785.57,49347.53,DriveTime,Miami
Mercedes,C-Class,2020,51281.59,51374.19,Vroom,Denver
BMW,X3,2021,28282.27,28581.39,AutoNation,Denver
Chevrolet,Malibu,2015,41311.55,40146.48,Local Dealer,San Francisco
Ford,Explorer,2017,47343.27,47450.69,CarMax,Houston
Audi,Q5,2016,14867.83,15305.73,TrueCar,Boston
Chevrolet,Malibu,2019,59507.11,63501.64,TrueCar,Houston
Ford,Explorer,2017,9198.2,7513.2,CarMax,Chicago
Nissan,Sentra,2021,22356.85,21568.03,CarMax,Chicago
BMW,X3,2017,14495.06,13075.51,DriveTime,Dallas
Nissan,Rogue,2022,74826.96,77986.7,DriveTime,Seattle
Honda,Civic,2024,62490.8,66367.91,CarMax,Los Angeles
Toyota,Corolla,2022,26440.17,24390.06,TrueCar,Dallas
Toyota,Corolla,2018,67282.43,71980.77,Vroom,Los Angeles
Mercedes,GLC,2019,56333.92,59255.92,AutoNation,Houston
Chevrolet,Traverse,2023,48527.72,50056.08,Vroom,Miami
Kia,Soul,2018,12127.75,12512.57,CarMax,Chicago
Ford,Explorer,2021,53054.91,54472.71,DriveTime,Boston
Toyota,Highlander,2019,29415.74,28344.07,Local Dealer,Boston
Hyundai,Tucson,2016,18512.29,18785.78,Vroom,San Francisco
Kia,Sportage,2020,49523.82,49527.06,CarMax,Los Angeles
Kia,Seltos,2016,32941.25,35553.65,TrueCar,San Francisco
Ford,Focus,2020,77259.83,79941.58,CarMax,Chicago
Mercedes,C-Class,2020,58574.12,62065.58,Local Dealer,Chicago
Chevrolet,Malibu,2015,56667.44,57355.99,DriveTime,Miami
Ford,Explorer,2016,31903.17,31156.52,Local Dealer,Houston
Audi,Q7,2016,57009.2,58765.54,AutoNation,Denver
Ford,Fusion,2019,58818.51,61338.91,AutoNation,Los Angeles
BMW,5 Series,2019,26753.16,25048.69,Local Dealer,San Francisco
Hyundai,Santa Fe,2015,79434.27,83486.72,TrueCar,Chicago
Audi,Q7,2023,71161.09,75545.83,TrueCar,Houston
Honda,Civic,2022,28194.22,26919.44,DriveTime,New York
Honda,CR-V,2019,61900.66,62949.95,DriveTime,New York
Chevrolet,Traverse,2022,8022.89,4880.08,CarMax,Los Angeles
Mercedes,C-Class,2024,72381.37,77545.74,CarMax,New York
Hyundai,Sonata,2018,61640.12,64351.19,Local Dealer,Los Angeles
Hyundai,Elantra,2020,58815.14,60041.11,CarMax,New York
Toyota,Camry,2024,24009.43,25703.7,AutoNation,Seattle
Toyota,Camry,2022,20632.53,21491.81,AutoNation,Houston
Chevrolet,Tahoe,2017,43873.6,46831.5,Local Dealer,Chicago
Hyundai,Elantra,2020,71818.53,76301.82,CarMax,Denver
Chevrolet,Equinox,2021,28303.28,28276.84,TrueCar,Los Angeles
Mercedes,GLA,2018,31768.28,29726.07,CarMax,Chicago
Mercedes,C-Class,2024,50186.79,52889,CarMax,Miami
Honda,Pilot,2017,22751.33,20802.45,Vroom,Los Angeles
BMW,5 Series,2015,50548.12,50166.47,TrueCar,Los Angeles
Chevrolet,Malibu,2020,41791.59,40139.91,Vroom,Houston
Mercedes,E-Class,2019,41044.46,39511.13,TrueCar,Boston
Honda,CR-V,2021,48121.32,51828.9,AutoNation,Houston
Nissan,Sentra,2015,75342.49,77315.4,DriveTime,Miami
Kia,Seltos,2022,55153.25,59015.69,Local Dealer,Miami
Kia,Soul,2019,67575.55,71110.99,Local Dealer,Chicago
Mercedes,C-Class,2017,43421.73,45565.92,TrueCar,Los Angeles
Honda,Accord,2016,52024.7,56181.69,AutoNation,Houston
Nissan,Rogue,2020,58970.75,59839.18,CarMax,Los Angeles
Mercedes,C-Class,2023,30446.57,28750.4,Local Dealer,Miami
Toyota,Rav4,2022,42466.93,42477.09,TrueCar,Seattle
Ford,Focus,2018,51767.15,55749.59,Vroom,Seattle
BMW,X5,2023,8395.34,4871.26,TrueCar,Chicago
BMW,X5,2024,11187.84,9722.07,CarMax,Boston
BMW,3 Series,2015,37210.09,38227.19,DriveTime,Miami
Chevrolet,Malibu,2018,65402.04,68921.61,TrueCar,Dallas
Mercedes,GLC,2018,12119.43,10877.57,AutoNation,Boston
Honda,Accord,2019,42182.98,41942.55,Local Dealer,San Francisco
Toyota,Rav4,2023,46463.68,47956.95,CarMax,Chicago
Kia,Sorento,2024,18273.67,15594.57,AutoNation,Dallas
Mercedes,E-Class,2023,24641.66,21955.19,AutoNation,New York
Audi,Q5,2022,78930.11,84627.72,AutoNation,San Francisco
Ford,Fusion,2020,77511.81,80827.65,Vroom,Miami
Kia,Seltos,2017,75810.67,79198.37,Local Dealer,New York
Audi,A3,2016,79148.3,84815.99,Local Dealer,Chicago
Honda,CR-V,2019,16121.32,15767.11,AutoNation,New York
Nissan,Murano,2015,68414.58,69532.98,CarMax,Los Angeles
Nissan,Rogue,2024,62870.96,63912.31,Vroom,Chicago
Mercedes,GLC,2022,65702.38,66379.55,DriveTime,Los Angeles
Chevrolet,Tahoe,2017,59695.05,62479.55,Vroom,Dallas
Mercedes,E-Class,2015,8141.23,4540.98,DriveTime,Chicago
Audi,A4,2020,60198.55,63454.67,Vroom,Denver
Hyundai,Santa Fe,2018,11609.39,8804.9,AutoNation,Miami
Chevrolet,Tahoe,2021,77120.75,81075.76,TrueCar,Los Angeles
Chevrolet,Equinox,2020,23138.72,24329.1,Local Dealer,Houston
Hyundai,Tucson,2020,62977.89,64537.17,Local Dealer,Denver
Mercedes,GLA,2016,49814.17,49218.73,Vroom,Houston
Toyota,Rav4,2024,47587.3,48495.06,AutoNation,San Francisco
Toyota,Highlander,2019,46689.6,47938.67,Local Dealer,Houston
Audi,Q5,2015,11855.43,8496.76,DriveTime,San Francisco
Chevrolet,Malibu,2015,34405.58,35775.78,DriveTime,Dallas
Toyota,Camry,2018,49901.34,51528.08,DriveTime,Los Angeles
Chevrolet,Equinox,2020,79596.76,85471.61,TrueCar,New York
Kia,Sorento,2018,78166.27,79928.15,AutoNation,Seattle
Chevrolet,Equinox,2023,40811.5,42707.9,Local Dealer,Houston
Honda,Pilot,2015,40539.2,39528.97,TrueCar,New York
Ford,Escape,2022,9225.79,6002,Local Dealer,Los Angeles
Mercedes,GLC,2021,38829.46,37275.86,Local Dealer,Miami
Mercedes,GLA,2021,32559.99,32017.97,Vroom,Los Angeles
Chevrolet,Traverse,2022,15542.54,13550.41,TrueCar,Houston
Toyota,Highlander,2022,65177.39,66254.73,DriveTime,New York
Toyota,Camry,2024,55596.88,55282.45,Vroom,Miami
Nissan,Altima,2017,53372.18,53857.7,DriveTime,Chicago
Nissan,Sentra,2020,49503.4,50427.49,Vroom,Miami
Mercedes,GLA,2015,37927.52,36414.78,TrueCar,Boston
Ford,Focus,2020,52878.8,52330.41,Vroom,Chicago
BMW,5 Series,2023,53636.97,55936.76,CarMax,Dallas
Honda,Pilot,2015,23446.9,25242.29,DriveTime,Dallas
Kia,Seltos,2022,21935.73,20894.81,DriveTime,Seattle
Chevrolet,Equinox,2024,12018.65,8719,Vroom,Chicago
Audi,A3,2022,16197.6,15900.24,Vroom,Houston
Chevrolet,Tahoe,2024,13283.61,13861.36,CarMax,Seattle
Toyota,Corolla,2015,19387.68,17637.35,AutoNation,Houston
Toyota,Camry,2019,30354.79,30709.96,Local Dealer,New York
Nissan,Sentra,2020,71252.36,74290.28,Local Dealer,Seattle
Hyundai,Sonata,2020,69769.15,74479.97,CarMax,Dallas
Kia,Sportage,2015,73939.36,79106.16,TrueCar,Houston
Chevrolet,Malibu,2020,74435.98,79131.21,Local Dealer,Dallas
Kia,Soul,2021,23608.02,21194.06,CarMax,Houston
Audi,A4,2019,49772.02,51074.1,Vroom,Denver
Kia,Soul,2024,32950.43,33013.41,DriveTime,Denver
Audi,Q7,2015,9548.4,7423.63,Vroom,New York
Kia,Soul,2018,5279.18,3052.95,TrueCar,New York
Toyota,Corolla,2019,35410.36,34393.36,DriveTime,Chicago
Hyundai,Sonata,2024,52595.36,53088.57,Local Dealer,Chicago
Nissan,Altima,2024,66221.76,66584.43,Vroom,Los Angeles
BMW,X5,2017,66168.67,69293.27,AutoNation,Houston
Hyundai,Tucson,2024,64120.43,68958.82,TrueCar,Miami
Honda,Pilot,2018,39095.04,39484.3,DriveTime,Boston
Chevrolet,Traverse,2019,73808.24,75895.43,AutoNation,Los Angeles
Audi,Q7,2019,75610.98,80330.82,DriveTime,Chicago
Kia,Soul,2019,27515,28535.88,AutoNation,Chicago
Toyota,Camry,2017,76687.37,79564.32,CarMax,Chicago
Mercedes,C-Class,2020,28688.71,27002.66,Local Dealer,Miami
Mercedes,C-Class,2022,26503.96,24497.55,Local Dealer,Dallas
Nissan,Murano,2024,21365.55,18661.93,Local Dealer,Los Angeles
Chevrolet,Traverse,2015,21863.62,20997.63,DriveTime,New York
Mercedes,GLC,2023,16637.94,15744.05,Local Dealer,Houston
Nissan,Sentra,2023,66060.93,70442.14,Local Dealer,San Francisco
Nissan,Altima,2019,7698.91,6233.78,Vroom,Chicago
Hyundai,Santa Fe,2017,7658.16,6011.53,Local Dealer,Los Angeles
Nissan,Altima,2021,9856.06,9196.01,Vroom,Los Angeles
Mercedes,C-Class,2019,36411.32,36582.05,CarMax,Boston
BMW,X3,2016,6451.64,2614.42,TrueCar,New York
BMW,X5,2017,72673.45,75535.87,DriveTime,Chicago
Honda,Accord,2016,51486.74,51334.33,CarMax,Miami
Nissan,Rogue,2021,20818.31,17719.99,Vroom,New York
Honda,Pilot,2017,67418.8,70741.74,TrueCar,Miami
Toyota,Camry,2024,58467.92,60891.66,TrueCar,Chicago
Honda,Pilot,2021,66722.3,67943.51,DriveTime,Los Angeles
Audi,A3,2020,5389.5,3232.88,CarMax,Boston
Toyota,Highlander,2020,62265,67033.43,CarMax,Boston
Kia,Sorento,2022,48530.13,48127.37,DriveTime,San Francisco
BMW,3 Series,2024,40716.92,40252.45,DriveTime,Chicago
Kia,Seltos,2021,18367.75,19050.83,TrueCar,Chicago
Audi,Q7,2023,8152.39,4094.23,Local Dealer,Seattle
Ford,Escape,2021,60151.41,61790.73,CarMax,Houston
Chevrolet,Tahoe,2020,8762.24,6769.55,TrueCar,Boston
BMW,X3,2024,10070.56,7433.52,TrueCar,Miami
Hyundai,Tucson,2018,42299.13,45483.97,DriveTime,Chicago
Ford,Focus,2023,58812.72,63035.06,DriveTime,Miami
Hyundai,Santa Fe,2019,79162.01,82867.52,CarMax,Los Angeles
Toyota,Highlander,2017,49267.23,50000.49,Vroom,Miami
Hyundai,Tucson,2019,27682.03,25695.63,AutoNation,New York
Kia,Soul,2024,53820.97,54365.47,DriveTime,Seattle
Mercedes,GLA,2019,14179.79,10946.7,Vroom,Los Angeles
Toyota,Highlander,2022,43649.48,45201.34,TrueCar,Miami
Toyota,Highlander,2023,35995.68,36495.05,AutoNation,Los Angeles
Toyota,Corolla,2024,73372.74,75845.68,TrueCar,Seattle
Nissan,Rogue,2021,56912.95,60411.11,AutoNation,Miami
Hyundai,Sonata,2023,44276.68,47307.7,Vroom,New York
Mercedes,C-Class,2018,25329.52,22359.31,AutoNation,Dallas
Mercedes,GLC,2017,49835.85,51101.4,Local Dealer,Houston
Ford,Explorer,2021,29893.06,28057.34,AutoNation,New York
Chevrolet,Equinox,2019,56514.83,58003.45,TrueCar,San Francisco
Hyundai,Sonata,2024,78531.37,82938.89,TrueCar,Miami
Chevrolet,Tahoe,2017,58456.84,62231.84,DriveTime,New York
Hyundai,Tucson,2018,9709.01,6574.14,CarMax,New York
Toyota,Highlander,2020,53794.76,53678.43,Local Dealer,Boston
BMW,5 Series,2023,55811.18,59608.54,TrueCar,Seattle
BMW,3 Series,2022,46728.53,50101.26,CarMax,Miami
Toyota,Highlander,2019,15460.86,14828.49,Local Dealer,Chicago
Audi,A3,2017,50851.59,53638.59,Vroom,New York
Toyota,Camry,2021,26271.29,26457.91,DriveTime,Boston
Honda,Pilot,2022,42235.09,40917.37,Vroom,San Francisco
Audi,Q5,2024,46414.76,47456.04,Vroom,Dallas
Audi,A4,2021,48455.58,51767.83,TrueCar,Miami
Hyundai,Elantra,2016,77625.77,83331.83,CarMax,Dallas
Honda,CR-V,2018,11341.06,10959.94,Vroom,Dallas
Toyota,Rav4,2020,9786.53,10423.63,DriveTime,Denver
Kia,Sportage,2023,28748.26,27779.12,TrueCar,Chicago
Kia,Soul,2016,6086.8,3374.97,Vroom,Denver
Hyundai,Santa Fe,2020,14464.38,14362.5,CarMax,Seattle
Hyundai,Sonata,2017,28308.7,28712.71,TrueCar,Chicago
Honda,CR-V,2017,36428.21,34887.7,AutoNation,Seattle
Chevrolet,Malibu,2023,27221.87,28655.75,AutoNation,Denver
Kia,Seltos,2022,35015.4,37734.16,TrueCar,Boston
Honda,CR-V,2024,74031.99,76109.55,AutoNation,Los Angeles
Chevrolet,Traverse,2019,40813.04,40315.44,AutoNation,Chicago
Nissan,Altima,2016,52381.3,55373.2,AutoNation,Houston
Kia,Seltos,2024,45516.54,46320.36,Vroom,Denver
Audi,Q7,2024,50204.43,53867.87,DriveTime,Boston
Audi,Q5,2016,42696.49,45796.19,CarMax,New York
Chevrolet,Equinox,2021,40250.92,43323.15,AutoNation,Miami
Nissan,Rogue,2016,40328.02,42405.48,AutoNation,Houston
Kia,Sportage,2021,76296.56,80923.77,AutoNation,Chicago
Ford,Fusion,2022,74054.63,75405.14,CarMax,Los Angeles
Hyundai,Santa Fe,2019,39555.45,38826.08,CarMax,Miami
Honda,Civic,2016,12677.65,9028.02,AutoNation,Los Angeles
BMW,X3,2024,36710.09,37646.81,AutoNation,Miami
Ford,Escape,2021,58761.9,59074.27,AutoNation,Denver
Mercedes,E-Class,2016,57773.23,62045.63,TrueCar,Los Angeles
Nissan,Murano,2019,11361.46,12096.87,DriveTime,Chicago
Ford,Explorer,2016,44660,46385.11,Local Dealer,Houston
Kia,Soul,2016,17020.55,15449.74,CarMax,Boston
Hyundai,Santa Fe,2022,9716.3,7519.74,Local Dealer,Houston
Nissan,Rogue,2018,42547.59,44700.53,Local Dealer,Miami
Honda,CR-V,2024,22226.13,20811.89,Vroom,Chicago
BMW,3 Series,2018,25671.46,26197.28,AutoNation,New York
Hyundai,Santa Fe,2016,76231.5,79161.65,Vroom,Houston
Chevrolet,Traverse,2017,9048.13,5438.67,DriveTime,Dallas
Audi,A4,2020,23509.69,20517.3,TrueCar,San Francisco
Ford,Escape,2024,54223.08,53931.63,Vroom,Miami
Chevrolet,Traverse,2016,18786.2,19704.38,Local Dealer,Boston
Chevrolet,Malibu,2019,21080.5,18870.47,Local Dealer,Los Angeles
Nissan,Altima,2019,64048.74,66470.59,DriveTime,Denver
Toyota,Corolla,2017,70001.46,74788.1,AutoNation,San Francisco
Mercedes,C-Class,2016,28888.35,28711.88,AutoNation,Los Angeles
Chevrolet,Malibu,2017,25397.19,26375.76,AutoNation,Houston
Kia,Soul,2022,30594.46,30851.75,Local Dealer,Boston
Honda,CR-V,2024,21210.97,20161.48,CarMax,San Francisco
Nissan,Rogue,2024,32415.67,32257.71,Vroom,Boston
Toyota,Rav4,2024,24667.01,22610.57,CarMax,New York
Nissan,Rogue,2024,67152.43,71017.68,CarMax,Dallas
Audi,Q7,2022,69411.03,74568.26,AutoNation,Boston
BMW,3 Series,2024,16861.84,13593.54,DriveTime,New York
Mercedes,GLA,2021,47547.95,51083.81,CarMax,Denver
Mercedes,C-Class,2022,47492.77,47259.87,AutoNation,New York
Mercedes,GLC,2017,40108.43,38997.46,AutoNation,New York
Toyota,Corolla,2016,20294.76,16951.62,AutoNation,Boston
Mercedes,GLC,2017,25905.49,26186.87,Local Dealer,San Francisco
Nissan,Murano,2017,44446.08,43504.59,Local Dealer,San Francisco
Audi,A4,2017,41508.8,41277.16,DriveTime,New York
Chevrolet,Equinox,2017,71618.94,72947.28,CarMax,Seattle
Kia,Soul,2020,7992.76,4044.01,CarMax,Boston
Hyundai,Tucson,2017,65309.72,67857.44,Local Dealer,San Francisco
Audi,Q7,2023,63244.57,66462.68,AutoNation,Boston
Hyundai,Sonata,2020,38021.79,40979.73,CarMax,Denver
Kia,Soul,2016,38893.06,38220.31,TrueCar,Chicago
Chevrolet,Equinox,2023,72794.01,75064.58,TrueCar,San Francisco
Ford,Escape,2024,67903.53,71239.23,DriveTime,New York
Hyundai,Tucson,2017,61834.73,65709.88,DriveTime,Chicago
Hyundai,Sonata,2016,18168.44,18945.8,CarMax,Seattle
Honda,Accord,2020,43327.75,44388.89,TrueCar,Seattle
Chevrolet,Traverse,2015,39286.88,42427.78,TrueCar,Dallas
Chevrolet,Tahoe,2018,72584.93,74995.89,Vroom,San Francisco
Nissan,Rogue,2021,21775.17,20921.54,CarMax,Dallas
Ford,Explorer,2020,46777.67,49955.23,DriveTime,Miami
Nissan,Murano,2019,9035.82,5492.89,CarMax,Dallas
